trade_id,date,action,price,shares,position_value,cash,pnl,pnl_pct,cum_pnl,cum_pnl_pct
13,2012-01-30 05:00:00+00:00,卖出AZO,347.67,160,0.0,-,4006.03,7.2,15289.53,15.29
13,2012-01-30 05:00:00+00:00,卖出ORLY,5.49,10135,0.0,-,2669.49,4.8,17959.02,17.96
13,2012-01-30 05:00:00+00:00,买入TSLA,1.97,59837,117959.03,0.0,,,,
14,2012-04-11 04:00:00+00:00,卖出TSLA,2.21,0,0.0,132000.84,14041.82,11.9,32000.84,32.0
14,2012-04-11 04:00:00+00:00,买入AZO,377.05,175,66000.42,-,,,,
14,2012-04-11 04:00:00+00:00,买入ORLY,6.25,10552,66000.42,-,,,,
15,2012-06-19 04:00:00+00:00,卖出AZO,387.91,170,0.0,-,1900.98,2.88,33901.82,33.9
15,2012-06-19 04:00:00+00:00,卖出ORLY,6.74,9791,0.0,-,5128.36,7.77,39030.18,39.03
15,2012-06-19 04:00:00+00:00,买入TSLA,2.14,64987,139030.19,0.0,,,,
16,2012-07-25 04:00:00+00:00,卖出TSLA,1.93,0,0.0,125426.13,-13604.06,-9.78,25426.12,25.43
16,2012-07-25 04:00:00+00:00,买入AZO,378.39,165,62713.07,-,,,,
16,2012-07-25 04:00:00+00:00,买入ORLY,6.01,10440,62713.07,-,,,,
17,2012-09-18 04:00:00+00:00,卖出AZO,357.84,175,0.0,-,-3405.89,-5.43,22020.23,22.02
17,2012-09-18 04:00:00+00:00,卖出ORLY,5.41,11589,0.0,-,-6215.63,-9.91,15804.6,15.8
17,2012-09-18 04:00:00+00:00,买入TSLA,2.09,55426,115804.61,0.0,,,,
18,2012-09-28 04:00:00+00:00,卖出TSLA,1.95,0,0.0,108192.71,-7611.9,-6.57,8192.7,8.19
18,2012-09-28 04:00:00+00:00,买入AZO,369.67,146,54096.35,-,,,,
18,2012-09-28 04:00:00+00:00,买入ORLY,5.57,9703,54096.35,-,,,,
19,2012-10-16 04:00:00+00:00,卖出AZO,370.69,145,0.0,-,149.26,0.28,8341.96,8.34
19,2012-10-16 04:00:00+00:00,卖出ORLY,5.44,9941,0.0,-,-1293.87,-2.39,7048.09,7.05
19,2012-10-16 04:00:00+00:00,买入TSLA,1.87,57224,107048.1,0.0,,,,
20,2013-01-11 05:00:00+00:00,卖出TSLA,2.19,0,0.0,125550.69,18502.59,17.28,25550.68,25.55
20,2013-01-11 05:00:00+00:00,买入AZO,346.23,181,62775.35,-,,,,
20,2013-01-11 05:00:00+00:00,买入ORLY,5.87,10699,62775.35,-,,,,
21,2013-01-23 05:00:00+00:00,卖出AZO,356.53,176,0.0,-,1867.5,2.97,27418.18,27.42
21,2013-01-23 05:00:00+00:00,卖出ORLY,5.99,10478,0.0,-,1319.57,2.1,28737.75,28.74
21,2013-01-23 05:00:00+00:00,买入TSLA,2.4,53640,128737.76,0.0,,,,
22,2013-02-26 05:00:00+00:00,卖出TSLA,2.3,0,0.0,123123.34,-5614.42,-4.36,23123.33,23.12
22,2013-02-26 05:00:00+00:00,买入AZO,376.15,163,61561.67,-,,,,
22,2013-02-26 05:00:00+00:00,买入ORLY,6.78,9074,61561.67,-,,,,
23,2013-03-11 04:00:00+00:00,卖出AZO,388.33,158,0.0,-,1993.41,3.24,25116.74,25.12
23,2013-03-11 04:00:00+00:00,卖出ORLY,6.95,8853,0.0,-,1536.62,2.5,26653.36,26.65
23,2013-03-11 04:00:00+00:00,买入TSLA,2.61,48588,126653.36,0.0,,,,
24,2013-03-19 04:00:00+00:00,卖出TSLA,2.34,0,0.0,113631.71,-13021.65,-10.28,13631.71,13.63
24,2013-03-19 04:00:00+00:00,买入AZO,390.41,145,56815.85,-,,,,
24,2013-03-19 04:00:00+00:00,买入ORLY,6.88,8254,56815.85,-,,,,
25,2013-03-28 04:00:00+00:00,卖出AZO,396.77,143,0.0,-,925.56,1.63,14557.27,14.56
25,2013-03-28 04:00:00+00:00,卖出ORLY,6.83,8319,0.0,-,-445.73,-0.78,14111.54,14.11
25,2013-03-28 04:00:00+00:00,买入TSLA,2.53,45174,114111.54,0.0,,,,
26,2013-10-15 04:00:00+00:00,卖出TSLA,12.26,0,0.0,553963.5,439851.96,385.46,453963.5,453.96
26,2013-10-15 04:00:00+00:00,买入AZO,420.23,659,276981.75,-,,,,
26,2013-10-15 04:00:00+00:00,买入ORLY,8.61,32187,276981.75,-,,,,
27,2013-12-12 05:00:00+00:00,卖出AZO,465.9,594,0.0,-,30101.97,10.87,484065.47,484.07
27,2013-12-12 05:00:00+00:00,卖出ORLY,8.33,33259,0.0,-,-8926.59,-3.22,475138.88,475.14
