Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2001-04-03 00:00:00-04:00,72.75111262837667,72.85961899415408,70.2490528377146,70.45968627929688,12836000,0.0,0.0,0.0
2001-04-04 00:00:00-04:00,70.57460121184295,71.55116858094404,69.76398796347385,70.7533187866211,14884300,0.0,0.0,0.0
2001-04-05 00:00:00-04:00,72.31714514056681,73.7149754001564,71.80651905717265,73.43413543701172,21522800,0.0,0.0,0.0
2001-04-06 00:00:00-04:00,72.75753328625996,73.01923041453837,71.52565273465105,72.31712341308594,14937800,0.0,0.0,0.0
2001-04-09 00:00:00-04:00,72.76391032584229,73.39580607831687,71.98520805022245,73.12134552001953,9034300,0.0,0.0,0.0
2001-04-10 00:00:00-04:00,73.68939886440502,75.15744431048947,73.51068130464273,74.45533752441406,17873600,0.0,0.0,0.0
2001-04-11 00:00:00-04:00,75.81487945609109,75.94891763961361,74.12982104939546,74.50640869140625,12722300,0.0,0.0,0.0
2001-04-12 00:00:00-04:00,74.23195489893645,75.91701345855134,74.01493719899933,75.85956573486328,9233200,0.0,0.0,0.0
2001-04-16 00:00:00-04:00,75.50215187772366,75.8851189549819,74.62132711306067,75.06173706054688,7350000,0.0,0.0,0.0
2001-04-17 00:00:00-04:00,74.87661288034437,76.37657452846815,74.69151112653996,76.12126159667969,10924700,0.0,0.0,0.0
2001-04-18 00:00:00-04:00,77.27016865841352,80.42327314807522,77.03400819513556,79.14671325683594,32481600,0.0,0.0,0.0
2001-04-19 00:00:00-04:00,79.30625181664898,80.32111419057497,78.87860559127216,80.19984436035156,13809900,0.0,0.0,0.0
2001-04-20 00:00:00-04:00,79.72117142846113,80.04031142227427,78.9297056073177,79.46585845947266,7626700,0.0,0.0,0.0
2001-04-23 00:00:00-04:00,78.92333852078946,79.07652438745185,77.81273246552797,78.02336120605469,8451800,0.0,0.0,0.0
2001-04-24 00:00:00-04:00,78.20203810474587,78.92329738751988,77.29568196730621,77.60205841064453,10044700,0.0,0.0,0.0
2001-04-25 00:00:00-04:00,77.49991579804029,78.93604504507721,77.19992357617593,78.61690521240234,8249000,0.0,0.0,0.0
2001-04-26 00:00:00-04:00,78.97438648284428,79.92542231861074,78.82757994029191,78.96800231933594,10590400,0.0,0.0,0.0
2001-04-27 00:00:00-04:00,79.7339234432964,80.32113977891828,79.27436113900481,80.28284454345703,7938700,0.0,0.0,0.0
2001-04-30 00:00:00-04:00,80.71049276106164,81.23388209305405,79.57435529915294,80.84453582763672,10766900,0.0,0.0,0.0
2001-05-01 00:00:00-04:00,79.8296788085787,81.15730236738186,79.52968643167041,81.09347534179688,10578000,0.0,0.0,0.0
2001-05-02 00:00:00-04:00,81.32321994526492,81.50193748438025,80.42324321940717,80.9466323852539,9572900,0.0,0.0,0.0
2001-05-03 00:00:00-04:00,80.50626865749169,80.51903698674013,79.28715617756718,79.91905212402344,9926200,0.0,0.0,0.0
2001-05-04 00:00:00-04:00,78.92331480819824,81.28494861597765,78.7892766064292,81.278564453125,12145300,0.0,0.0,0.0
2001-05-07 00:00:00-04:00,80.97218179148724,81.30408516931129,80.57006724090813,80.57644653320312,7185200,0.0,0.0,0.0
2001-05-08 00:00:00-04:00,80.97219278116178,81.12537860174129,80.14242691945137,80.53816223144531,6952600,0.0,0.0,0.0
2001-05-09 00:00:00-04:00,79.9445315093383,80.77429705770948,79.8232568094273,80.19984436035156,9507400,0.0,0.0,0.0
2001-05-10 00:00:00-04:00,81.22750578074613,81.380691601424,80.27646517271779,80.43603515625,6872400,0.0,0.0,0.0
2001-05-11 00:00:00-04:00,80.42327429224488,80.73603010653498,79.40202733866224,79.8807373046875,7734400,0.0,0.0,0.0
2001-05-14 00:00:00-04:00,79.72115851977699,80.0658302416477,79.44031381239587,80.04029846191406,7914000,0.0,0.0,0.0
2001-05-15 00:00:00-04:00,80.13605424259585,80.74241828181655,79.68925533028967,80.41051483154297,9782200,0.0,0.0,0.0
2001-05-16 00:00:00-04:00,79.6828375747151,82.46573753187295,79.54242012743902,82.30616760253906,14909000,0.0,0.0,0.0
2001-05-17 00:00:00-04:00,82.3380998098529,83.02744320954442,82.05725512041813,82.433837890625,11824600,0.0,0.0,0.0
2001-05-18 00:00:00-04:00,82.39553709082837,82.8104248046875,81.76364632167464,82.8104248046875,6683100,0.0,0.0,0.0
2001-05-21 00:00:00-04:00,82.87427858237378,84.15083867047953,82.43386379367641,84.0295639038086,11531500,0.0,0.0,0.0
2001-05-22 00:00:00-04:00,84.14446821882737,84.31041754154347,83.65937884054689,83.92106628417969,8342700,0.0,0.0,0.0
2001-05-23 00:00:00-04:00,83.6465942175668,83.6465942175668,82.49768829345703,82.49768829345703,12330800,0.0,0.0,0.0
2001-05-24 00:00:00-04:00,82.6380767639852,82.97636423904046,82.05086058578785,82.74020385742188,7902800,0.0,0.0,0.0
2001-05-25 00:00:00-04:00,82.75296719640949,82.78488313236502,81.63598248328789,81.76364135742188,7425000,0.0,0.0,0.0
2001-05-29 00:00:00-04:00,81.84024855075833,81.923228053339,80.9977192879065,81.11260986328125,9003900,0.0,0.0,0.0
2001-05-30 00:00:00-04:00,80.79983999956268,81.11897990925938,79.78497742417764,79.9764633178711,10041800,0.0,0.0,0.0
2001-05-31 00:00:00-04:00,80.05948438349557,80.90839820446564,79.95097791997978,80.39138793945312,9874200,0.0,0.0,0.0
2001-06-01 00:00:00-04:00,80.55092872324657,81.12538165918141,79.8615900698144,80.88922119140625,8848300,0.0,0.0,0.0
2001-06-04 00:00:00-04:00,80.93389757411283,81.33601217941998,80.4743352425107,81.278564453125,5623500,0.0,0.0,0.0
2001-06-05 00:00:00-04:00,81.37428417391598,82.48488957826845,81.23386184940362,82.21043395996094,9115400,0.0,0.0,0.0
2001-06-06 00:00:00-04:00,82.22961097116826,82.22961097116826,81.29133862165702,81.52750396728516,12064900,0.0,0.0,0.0
2001-06-07 00:00:00-04:00,81.09346722487653,81.9232330834969,81.06155128043366,81.82110595703125,7355300,0.0,0.0,0.0
2001-06-08 00:00:00-04:00,81.5083172880993,81.61682854012007,80.51260249551356,81.0615234375,8170600,0.0,0.0,0.0
2001-06-11 00:00:00-04:00,80.87644217681506,81.05515976222271,80.04668126318111,80.48709106445312,7012200,0.0,0.0,0.0
2001-06-12 00:00:00-04:00,79.69565897307162,80.89562388774652,79.17226945106871,80.3467025756836,9364400,0.0,0.0,0.0
2001-06-13 00:00:00-04:00,80.53177371939209,80.79347081553458,79.56159041519841,79.65733337402344,7629400,0.0,0.0,0.0
2001-06-14 00:00:00-04:00,79.26162137733878,79.338216740847,77.71060057155422,77.87017059326172,12603000,0.0,0.0,0.0
2001-06-15 00:00:00-04:00,77.39390411168228,78.34764448305344,77.06745422968179,77.99559020996094,16821100,0.346,0.0,0.0
2001-06-18 00:00:00-04:00,77.86757953930491,78.37325531698144,77.39391047400918,77.6179428100586,11368300,0.0,0.0,0.0
2001-06-19 00:00:00-04:00,78.33482227503916,78.66127208381613,77.38108211759432,77.95716857910156,7732300,0.0,0.0,0.0
2001-06-20 00:00:00-04:00,77.57314271587843,78.64210058109083,77.51553160556772,78.36685943603516,8787200,0.0,0.0,0.0
2001-06-21 00:00:00-04:00,78.23244792846138,79.570244754199,78.18764145304289,79.25659942626953,12259100,0.0,0.0,0.0
2001-06-22 00:00:00-04:00,79.04538763578485,79.10939620560123,78.19406437849926,78.63572692871094,12212000,0.0,0.0,0.0
2001-06-25 00:00:00-04:00,78.91093092489788,79.01334849509146,77.77156231595622,77.91238403320312,8406800,0.0,0.0,0.0
2001-06-26 00:00:00-04:00,77.38751833977827,78.34125891507523,77.17628573075768,77.80358123779297,8005800,0.0,0.0,0.0
2001-06-27 00:00:00-04:00,77.8355668350611,78.24522732759787,77.39390451614575,77.75875854492188,10105100,0.0,0.0,0.0
2001-06-28 00:00:00-04:00,78.09160682292091,79.3333929531652,78.04680035860996,78.1876220703125,10269300,0.0,0.0,0.0
2001-06-29 00:00:00-04:00,78.603684188009,79.37819871195067,78.2580322305945,78.47566223144531,9824200,0.0,0.0,0.0
2001-07-02 00:00:00-04:00,78.60372435801615,79.5766673074259,78.48850697999677,79.45504760742188,8522200,0.0,0.0,0.0
2001-07-03 00:00:00-04:00,79.35899798271396,79.43580627441406,78.76370930434629,79.43580627441406,3303100,0.0,0.0,0.0
2001-07-05 00:00:00-04:00,78.77651167282492,79.14776804015764,77.87398003062758,77.88677978515625,5517900,0.0,0.0,0.0
2001-07-06 00:00:00-04:00,77.64991144679232,77.76512872515838,76.20330047607422,76.20330047607422,11665900,0.0,0.0,0.0
2001-07-09 00:00:00-04:00,76.48496537494951,77.15706721186518,76.2993372020534,76.619384765625,8339300,0.0,0.0,0.0
2001-07-10 00:00:00-04:00,76.99704711300829,77.2210794415167,75.66564801281767,75.6976547241211,8630700,0.0,0.0,0.0
2001-07-11 00:00:00-04:00,75.59522637222987,76.10090206075789,74.94872898771459,75.77445220947266,15328600,0.0,0.0,0.0
2001-07-12 00:00:00-04:00,76.4913880197041,77.75237653662538,76.3697683504966,77.57315063476562,12002800,0.0,0.0,0.0
2001-07-13 00:00:00-04:00,77.34911250444188,78.29645568245978,77.20829564280608,78.24524688720703,10433800,0.0,0.0,0.0
2001-07-16 00:00:00-04:00,77.94439908344901,78.27084903939571,76.9970608161479,77.26589965820312,6915300,0.0,0.0,0.0
2001-07-17 00:00:00-04:00,76.93947114745679,78.05963818511509,76.70263895638938,77.98922729492188,7469800,0.0,0.0,0.0
2001-07-18 00:00:00-04:00,77.16989331226993,77.86119745765231,76.84984563943067,77.45793914794922,7709300,0.0,0.0,0.0
2001-07-19 00:00:00-04:00,78.20682443032864,78.71890249593902,77.29789050323166,78.13641357421875,10082900,0.0,0.0,0.0
2001-07-20 00:00:00-04:00,77.54751368335319,78.05318934191793,77.40028967803434,77.66912841796875,6705800,0.0,0.0,0.0
2001-07-23 00:00:00-04:00,77.96359555932207,78.01479946268054,76.13932037353516,76.13932037353516,8065200,0.0,0.0,0.0
2001-07-24 00:00:00-04:00,76.1713488782135,76.29936599854234,74.73113429858341,75.40323638916016,12269000,0.0,0.0,0.0
2001-07-25 00:00:00-04:00,75.48000867505877,76.47856029438454,75.1855655320325,76.23532104492188,12088500,0.0,0.0,0.0
2001-07-26 00:00:00-04:00,76.20973797727869,77.3555090468967,75.88969035616324,77.03546142578125,12898200,0.0,0.0,0.0
2001-07-27 00:00:00-04:00,77.34270728822078,77.6755546568054,76.75382085266543,77.32990264892578,8478800,0.0,0.0,0.0
2001-07-30 00:00:00-04:00,77.57313416186348,77.67554684823301,77.00344985898087,77.35549926757812,8547700,0.0,0.0,0.0
2001-07-31 00:00:00-04:00,77.4515276298825,78.52688787826708,77.32351052936455,77.6755599975586,11918100,0.0,0.0,0.0
2001-08-01 00:00:00-04:00,78.0724125141266,78.5396792764746,77.80357370152592,78.16202545166016,11940800,0.0,0.0,0.0
2001-08-02 00:00:00-04:00,78.87893936309052,78.89173911926136,78.02120919346913,78.4820785522461,11070100,0.0,0.0,0.0
2001-08-03 00:00:00-04:00,78.32203854391163,78.32203854391163,77.38750026344623,78.0531997680664,10816300,0.0,0.0,0.0
2001-08-06 00:00:00-04:00,77.67555315958452,77.77797073781429,76.87543414293545,77.00345611572266,8550100,0.0,0.0,0.0
2001-08-07 00:00:00-04:00,76.98423559182551,77.57952423065869,76.75380584849022,77.30428314208984,8865100,0.0,0.0,0.0
2001-08-08 00:00:00-04:00,76.88826823449031,77.55396809736729,75.80650534687263,75.87051391601562,15183800,0.0,0.0,0.0
2001-08-09 00:00:00-04:00,75.97932608353756,76.1521545855484,75.44164826292734,76.09454345703125,14118500,0.0,0.0,0.0
2001-08-10 00:00:00-04:00,76.04331120342795,76.70900590944927,75.10876792018134,76.3569564819336,11173300,0.0,0.0,0.0
2001-08-13 00:00:00-04:00,76.55538554400889,76.71540934526456,76.04970974601628,76.37615966796875,7431600,0.0,0.0,0.0
2001-08-14 00:00:00-04:00,76.90102358449965,77.03544296713488,76.04329850953057,76.3441390991211,13178100,0.0,0.0,0.0
2001-08-15 00:00:00-04:00,76.31858111657381,76.56181562460479,75.58247038717771,75.68488311767578,8520600,0.0,0.0,0.0
2001-08-16 00:00:00-04:00,75.40318590258347,76.0112741423072,74.89110799705215,75.947265625,10734700,0.0,0.0,0.0
2001-08-17 00:00:00-04:00,75.30723467849172,75.44805646635545,74.25747847528699,74.73114776611328,11604600,0.0,0.0,0.0
2001-08-20 00:00:00-04:00,74.76311186629268,75.46721552061385,74.60308808651341,75.42240905761719,10417400,0.0,0.0,0.0
2001-08-21 00:00:00-04:00,75.40320124009112,75.87687022475605,74.12301109940053,74.13581085205078,14480800,0.0,0.0,0.0
2001-08-22 00:00:00-04:00,74.73112996147813,75.1663949822913,74.11023670848321,74.9039535522461,11752300,0.0,0.0,0.0
2001-08-23 00:00:00-04:00,74.86553598714046,75.22398774589375,74.56469045381299,74.63510131835938,8744100,0.0,0.0,0.0
2001-08-24 00:00:00-04:00,75.02557209646004,76.25455394250085,74.7247265137903,76.18414306640625,11687700,0.0,0.0,0.0
2001-08-27 00:00:00-04:00,76.15211752987042,76.29933667331173,75.69765057877272,75.72965240478516,7425100,0.0,0.0,0.0
2001-08-28 00:00:00-04:00,75.71043585323473,75.84485521727169,74.62227630615234,74.62227630615234,12046600,0.0,0.0,0.0
2001-08-29 00:00:00-04:00,74.97436855176126,75.00637527351583,73.71978221891577,73.95661926269531,16180000,0.0,0.0,0.0
2001-08-30 00:00:00-04:00,73.51491284688423,74.08459703001922,71.7162473844156,72.53556823730469,17692600,0.0,0.0,0.0
2001-08-31 00:00:00-04:00,72.58680021950295,73.46372756108055,72.41397177223823,73.0668716430664,15985400,0.0,0.0,0.0
2001-09-04 00:00:00-04:00,72.87483523884883,74.35985586054805,72.56759228734619,72.59959411621094,24473400,0.0,0.0,0.0
2001-09-05 00:00:00-04:00,72.77883911132812,73.09248934798458,71.65867225237209,72.77883911132812,21477100,0.0,0.0,0.0
2001-09-06 00:00:00-04:00,72.10674082068317,72.52280376719659,70.90335845947266,70.90335845947266,21653000,0.0,0.0,0.0
2001-09-07 00:00:00-04:00,70.42330777897028,71.21062742646602,69.53357538652742,69.5911865234375,33133900,0.0,0.0,0.0
2001-09-10 00:00:00-04:00,68.93823189830121,70.63448468287358,68.93823189830121,70.44245910644531,23408700,0.0,0.0,0.0
2001-09-17 00:00:00-04:00,64.64959406209289,68.1061079886548,64.0094990713791,66.76190948486328,32388700,0.0,0.0,0.0
2001-09-18 00:00:00-04:00,66.78114699268862,67.40204024454306,66.16025374083418,66.60192108154297,22029200,0.0,0.0,0.0
2001-09-19 00:00:00-04:00,66.63392696798017,66.88996609241035,63.08779803600366,65.25772094726562,42771800,0.0,0.0,0.0
2001-09-20 00:00:00-04:00,64.26558164814584,65.16811365797496,63.087803526678414,63.18381881713867,36210900,0.0,0.0,0.0
2001-09-21 00:00:00-04:00,60.57459627888717,63.600755556675686,60.26620056624685,62.5020866394043,49782100,0.369,0.0,0.0
2001-09-24 00:00:00-04:00,64.06980330040736,64.99500057320732,63.64575291641962,64.69944763183594,25549600,0.0,0.0,0.0
2001-09-25 00:00:00-04:00,64.731549555898,65.53467051812999,64.18542828195253,65.3740463256836,25466200,0.0,0.0,0.0
2001-09-26 00:00:00-04:00,65.7595961832289,65.79172300824642,64.52600257165393,65.1427993774414,18587500,0.0,0.0,0.0
2001-09-27 00:00:00-04:00,65.05281567338939,65.72101308433217,64.24969449223643,65.70816040039062,20536800,0.0,0.0,0.0
2001-09-28 00:00:00-04:00,66.16436403585466,70.43054506608641,65.85596322199463,67.10240936279297,21687200,0.0,0.0,0.0
2001-10-01 00:00:00-04:00,66.75544329539461,67.02529087517752,66.06797166012099,66.9931640625,20457400,0.0,0.0,0.0
2001-10-02 00:00:00-04:00,66.81969236443445,67.8348388671875,66.59481938011913,67.8348388671875,19833100,0.0,0.0,0.0
2001-10-03 00:00:00-04:00,67.20517187001276,69.31256082710358,67.0445476519191,68.97203826904297,32045800,0.0,0.0,0.0
2001-10-04 00:00:00-04:00,69.57599815851992,70.01289629852096,68.58655222669812,69.02987670898438,32674100,0.0,0.0,0.0
2001-10-05 00:00:00-04:00,68.90781391065619,69.1455396021052,67.796291771874,68.89496612548828,29796100,0.0,0.0,0.0
2001-10-08 00:00:00-04:00,68.27815509336104,68.93993113120169,68.02116021086105,68.44520568847656,12970300,0.0,0.0,0.0
2001-10-09 00:00:00-04:00,68.49660351004846,68.5865526952046,67.84768018696799,68.0789794921875,15976300,0.0,0.0,0.0
2001-10-10 00:00:00-04:00,67.97621537925372,69.74308293030188,67.79631202012557,69.59530639648438,19987400,0.0,0.0,0.0
2001-10-11 00:00:00-04:00,70.00002845973201,70.86740311153487,70.00002845973201,70.67465209960938,23006300,0.0,0.0,0.0
2001-10-12 00:00:00-04:00,70.12852827939109,70.60397454957503,68.9399101530004,70.35340118408203,31360500,0.0,0.0,0.0
2001-10-15 00:00:00-04:00,69.79445305891423,70.32130044596903,69.42822993500862,70.22492980957031,16873000,0.0,0.0,0.0
2001-10-16 00:00:00-04:00,70.54621039297886,71.06663167347206,70.0000837286138,70.66828155517578,15877100,0.0,0.0,0.0
2001-10-17 00:00:00-04:00,71.36216471493364,71.41356566803447,69.16482543945312,69.16482543945312,28542300,0.0,0.0,0.0
2001-10-18 00:00:00-04:00,69.27405922854317,69.49251086121167,68.58658730827257,69.01705932617188,16510000,0.0,0.0,0.0
2001-10-19 00:00:00-04:00,68.74716534408428,69.331839850839,68.11109481295479,68.97203826904297,21912500,0.0,0.0,0.0
2001-10-22 00:00:00-04:00,68.93994229019717,70.39840858209887,68.8821150009702,70.33415985107422,17540600,0.0,0.0,0.0
2001-10-23 00:00:00-04:00,70.6489534723292,70.85455226951933,69.6338072666383,69.97433471679688,22062500,0.0,0.0,0.0
2001-10-24 00:00:00-04:00,70.01931655649005,70.32128599157599,69.53101752436358,69.78801727294922,16065200,0.0,0.0,0.0
2001-10-25 00:00:00-04:00,69.03630113701526,71.06016768051441,68.58012885228015,71.0408935546875,27467900,0.0,0.0,0.0
2001-10-26 00:00:00-04:00,70.64251583143654,71.82471240257456,70.46261752540408,70.88024139404297,18623300,0.0,0.0,0.0
2001-10-29 00:00:00-05:00,70.77746402024447,71.02803743029467,69.03629302978516,69.03629302978516,18727500,0.0,0.0,0.0
2001-10-30 00:00:00-05:00,68.9720417381986,69.19691467446795,67.82197169057835,68.20747375488281,26178600,0.0,0.0,0.0
2001-10-31 00:00:00-05:00,68.6829190044776,69.29971543499258,67.9761734008789,67.9761734008789,28124200,0.0,0.0,0.0
2001-11-01 00:00:00-05:00,68.49018964058372,70.0386099990741,67.91194127222914,69.71736145019531,29806800,0.0,0.0,0.0
2001-11-02 00:00:00-05:00,69.67236624373808,70.27631000374566,69.30614320240176,70.19278717041016,17575900,0.0,0.0,0.0
2001-11-05 00:00:00-05:00,70.75176790263569,71.37498584422296,70.64253969262626,71.11156463623047,15929500,0.0,0.0,0.0
2001-11-06 00:00:00-05:00,70.8995463026296,72.26806811415648,70.57829778752765,72.21666717529297,23245800,0.0,0.0,0.0
2001-11-07 00:00:00-05:00,71.81188433111141,72.67925916392592,71.72836148950638,72.12028503417969,19716000,0.0,0.0,0.0
2001-11-08 00:00:00-05:00,72.51864602124434,73.29606688735271,71.89542307934116,72.34516906738281,22563500,0.0,0.0,0.0
2001-11-09 00:00:00-05:00,72.12028971867353,72.57646200973954,71.59986870667176,72.4222640991211,15895800,0.0,0.0,0.0
2001-11-12 00:00:00-05:00,71.31716414251271,72.37728513040912,70.67466716825584,71.97893524169922,26068800,0.0,0.0,0.0
2001-11-13 00:00:00-05:00,72.88484294845918,73.59801483154297,72.71779239788104,73.59801483154297,15296200,0.0,0.0,0.0
2001-11-14 00:00:00-05:00,73.99640939715026,74.14418592604636,73.05836397133004,73.66873931884766,17571300,0.0,0.0,0.0
2001-11-15 00:00:00-05:00,73.48239372890691,74.00281480165904,73.1996934415533,73.80364227294922,19470200,0.0,0.0,0.0
2001-11-16 00:00:00-05:00,73.93849699822526,73.95134477116422,72.85910270256288,73.47589874267578,18134900,0.0,0.0,0.0
2001-11-19 00:00:00-05:00,73.83575262548187,74.43327501991868,73.53377825706522,74.38187408447266,13625400,0.0,0.0,0.0
2001-11-20 00:00:00-05:00,74.12490546749284,74.40117946604825,73.65588034367,73.75868225097656,16209700,0.0,0.0,0.0
2001-11-21 00:00:00-05:00,73.5658802627953,73.67510353739378,72.92980983217092,73.27033233642578,11470200,0.0,0.0,0.0
2001-11-23 00:00:00-05:00,73.27035624740674,74.36902549588261,73.24465577996214,74.32405090332031,6717100,0.0,0.0,0.0
2001-11-26 00:00:00-05:00,74.36902289785766,74.74809375023122,73.93212477028818,74.48467254638672,13726000,0.0,0.0,0.0
2001-11-27 00:00:00-05:00,74.2855052594331,75.10790063906248,73.3024807271735,74.1634292602539,19261400,0.0,0.0,0.0
2001-11-28 00:00:00-05:00,73.72011458027741,73.99638852447558,72.7627952906965,72.82061767578125,20195500,0.0,0.0,0.0
2001-11-29 00:00:00-05:00,73.0262213845905,73.83576418623518,72.60217095356006,73.80364227294922,16354700,0.0,0.0,0.0
2001-11-30 00:00:00-05:00,73.50166743275189,73.82934231830444,73.257515403497,73.27679443359375,13680300,0.0,0.0,0.0
2001-12-03 00:00:00-05:00,73.01978790916155,73.29606182612811,72.60859020509922,72.83988952636719,15220400,0.0,0.0,0.0
2001-12-04 00:00:00-05:00,73.19325605617449,74.07990504116368,72.82703296728944,74.07347869873047,17239900,0.0,0.0,0.0
2001-12-05 00:00:00-05:00,74.27906812693955,75.81463534906396,74.24694132070769,75.42913818359375,25204000,0.0,0.0,0.0
2001-12-06 00:00:00-05:00,75.39056396484375,75.77606592443247,75.12714285444322,75.39056396484375,17972900,0.0,0.0,0.0
2001-12-07 00:00:00-05:00,75.10788630276804,75.22995737678366,74.3368871051334,74.88943481445312,18857800,0.0,0.0,0.0
2001-12-10 00:00:00-05:00,74.43327135826905,74.78022030266752,73.46952592444978,73.48880004882812,13862700,0.0,0.0,0.0
2001-12-11 00:00:00-05:00,73.82290668820899,74.34975403504505,73.1804096846595,73.34103393554688,20833300,0.0,0.0,0.0
2001-12-12 00:00:00-05:00,73.59807572887419,73.7458473789988,72.67287794704178,73.42459869384766,16171500,0.0,0.0,0.0
2001-12-13 00:00:00-05:00,72.89126974211204,73.05189396358153,71.98535168199246,71.99819946289062,19026700,0.0,0.0,0.0
2001-12-14 00:00:00-05:00,72.17169711812588,72.91699117106498,71.95967190837713,72.6856918334961,16721900,0.0,0.0,0.0
2001-12-17 00:00:00-05:00,72.59570388321714,73.4759261647502,72.53788153062308,73.4373779296875,13925900,0.0,0.0,0.0
2001-12-18 00:00:00-05:00,73.64941264580769,73.98351375509579,73.46308796983202,73.8742904663086,13663700,0.0,0.0,0.0
2001-12-19 00:00:00-05:00,73.3025118221691,74.47828301299458,73.24468942025892,74.39476013183594,20143400,0.0,0.0,0.0
2001-12-20 00:00:00-05:00,74.20841402757162,74.40116511566148,73.59804375172673,73.66229248046875,14867900,0.0,0.0,0.0
2001-12-21 00:00:00-05:00,74.16063993149872,74.18642879983598,73.62553198062905,74.10906219482422,14037700,0.393,0.0,0.0
2001-12-24 00:00:00-05:00,74.03168619071198,74.16707403425559,73.88984990165025,73.96721649169922,5728800,0.0,0.0,0.0
2001-12-26 00:00:00-05:00,73.9156488777977,74.9213900924213,73.9156488777977,74.3733901977539,10304800,0.0,0.0,0.0
2001-12-27 00:00:00-05:00,74.33471800097216,74.83758866676138,74.30248068394506,74.82469177246094,9407300,0.0,0.0,0.0
2001-12-28 00:00:00-05:00,74.97296106235369,75.26952562661006,74.73441775429568,74.78599548339844,10593800,0.0,0.0,0.0
2001-12-31 00:00:00-05:00,74.88274801625789,75.037476378901,73.64491127766108,73.6900405883789,14619500,0.0,0.0,0.0
2002-01-02 00:00:00-05:00,74.2122335410086,74.62484568520853,73.37411235631981,74.4830093383789,18651900,0.0,0.0,0.0
2002-01-03 00:00:00-05:00,74.5603700227415,75.39848622196685,74.48945185497385,75.32756805419922,15743000,0.0,0.0,0.0
2002-01-04 00:00:00-05:00,75.5403156145068,76.06253161268233,75.14060043516312,75.83043670654297,20140700,0.0,0.0,0.0
2002-01-07 00:00:00-05:00,75.88201469593355,76.06898032298923,75.14704908266596,75.29533386230469,13106500,0.0,0.0,0.0
2002-01-08 00:00:00-05:00,75.29532760364066,75.46939632127234,74.76666808508023,75.12125396728516,12683700,0.0,0.0,0.0
2002-01-09 00:00:00-05:00,75.22441423818852,75.93359096652446,74.3605042857354,74.5087890625,16610300,0.0,0.0,0.0
2002-01-10 00:00:00-05:00,74.58613491961087,75.01163887071857,74.33469964879207,74.83757019042969,12823400,0.0,0.0,0.0
2002-01-11 00:00:00-05:00,74.92141412608078,74.96654342791317,73.947904993725,74.1026382446289,13708400,0.0,0.0,0.0
2002-01-14 00:00:00-05:00,73.91565191630494,74.03814289060634,73.47080255213922,73.638427734375,12301100,0.0,0.0,0.0
